generation,individual_index,fitness,tau,lr,layers,activations
92,6,3.0041666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
92,7,3.0941665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
92,8,2.9845,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
92,9,3.0766668,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
92,10,3.1786666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
92,11,3.0806665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
93,0,3.0535,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
93,1,3.1998332,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
93,2,2.9303331,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
93,3,3.1416664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
93,4,3.2178333,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
93,5,2.9963336,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
93,6,2.9901664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
93,7,3.030333,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
93,8,3.1411664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
93,9,2.995,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
93,10,3.058,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
93,11,3.0306668,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
94,0,3.1823332,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
94,1,3.0515,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
94,2,3.0011666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
94,3,3.0078332,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
94,4,3.1346664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
94,5,3.0473332,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
94,6,3.0815,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
94,7,2.897333,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
94,8,3.1761665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
94,9,3.0896666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
94,10,2.9638333,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
94,11,2.9806664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
95,0,3.0338333,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
95,1,3.201333,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
95,2,3.0326667,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
95,3,3.086,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
95,4,2.986,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
95,5,3.094,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
95,6,3.098833,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
95,7,2.9651666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
95,8,2.9156666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
95,9,3.0186665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
95,10,3.0285,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
95,11,3.086,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
96,0,3.2661664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
96,1,3.0496664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
96,2,2.9385,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
96,3,3.196,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
96,4,3.0186665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
96,5,2.9323335,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
96,6,3.1183333,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
96,7,3.1311665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
96,8,3.1303332,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
96,9,3.0163333,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
96,10,2.8988333,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
96,11,3.1586666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
97,0,2.8741665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
97,1,2.9076664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
97,2,3.1131666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
97,3,3.1611664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
97,4,3.0296664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
97,5,2.994833,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
97,6,2.9523332,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
97,7,3.0318334,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
97,8,3.1716666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
97,9,2.9776666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
97,10,3.034,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
97,11,3.0516665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
98,0,2.9758332,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
