generation,individual_index,fitness,tau,lr,layers,activations
11,11,2.9578335,0.05,0.008,"[4, 2, 64, 32]","[<function relu at 0x1070f04a0>, <function leaky_relu at 0x1070f0900>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>, <function softmax at 0x1070f0cc0>]"
12,0,2.9316669,0.02,0.001,"[16, 2]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>]"
12,1,2.9553335,0.005,0.002,"[16, 2]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>]"
12,2,3.3241665,0.01,0.002,"[2, 8, 16]","[<function relu at 0x1070f04a0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
12,3,3.0131664,0.01,0.002,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
12,4,3.0063334,0.05,0.008,"[16, 2]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>]"
12,5,3.1798332,0.01,0.002,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
12,6,3.0383332,0.01,0.001,"[16, 2]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>]"
12,7,2.9528332,0.005,0.002,"[16, 2]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>]"
12,8,3.3151665,0.01,0.002,"[2, 8, 16]","[<function relu at 0x1070f04a0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
12,9,2.8628333,0.01,0.002,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
12,10,3.0023332,0.05,0.002,"[16, 2, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>, <function leaky_relu at 0x1070f0900>]"
12,11,2.841,0.01,0.008,"[16, 8]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>]"
13,0,3.017333,0.01,0.002,"[2, 8, 16]","[<function relu at 0x1070f04a0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
13,1,3.0013332,0.01,0.001,"[16, 4]","[<function leaky_relu at 0x1070f0900>, <function relu at 0x1070f04a0>, <function softmax at 0x1070f0cc0>]"
13,2,3.0493333,0.01,0.002,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
13,3,3.048,0.05,0.008,"[16, 2]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>]"
13,4,2.9818335,0.01,0.002,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
13,5,3.184,0.01,0.002,"[2, 8, 16]","[<function relu at 0x1070f04a0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
13,6,2.9421666,0.01,0.002,"[2, 2]","[<function relu at 0x1070f04a0>, <built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>]"
13,7,3.0216668,0.01,0.002,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
13,8,3.221,0.05,0.008,"[16, 2]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>]"
13,9,2.9086666,0.05,0.008,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
13,10,3.091833,0.01,0.002,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
13,11,2.9715,0.01,0.002,"[32, 16, 32, 32]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function softmax at 0x1070f0cc0>, <built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>]"
14,0,3.1998332,0.05,0.008,"[16, 2]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>]"
14,1,3.030333,0.01,0.002,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
14,2,3.071,0.05,0.008,"[16, 2]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>]"
14,3,3.4019997,0.01,0.002,"[2, 8, 16]","[<function relu at 0x1070f04a0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
14,4,3.375,0.01,0.002,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
14,5,3.024,0.01,0.002,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
14,6,3.2684999,0.01,0.002,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
14,7,2.8523333,0.01,0.008,"[4, 4, 64, 2]","[<built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>, <function relu at 0x1070f04a0>, <function softmax at 0x1070f0cc0>, <built-in method tanh of type object at 0x1056829d0>]"
14,8,2.8575,0.05,0.008,"[16, 2, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>, <function leaky_relu at 0x1070f0900>]"
14,9,2.7673333,0.05,0.008,"[2, 8]","[<function relu at 0x1070f04a0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>]"
14,10,3.1143332,0.01,0.002,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
14,11,3.0066664,0.01,0.002,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
15,0,2.8105,0.01,0.002,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
15,1,2.8133335,0.05,0.008,"[16, 64]","[<function leaky_relu at 0x1070f0900>, <function leaky_relu at 0x1070f0900>, <function softmax at 0x1070f0cc0>]"
15,2,3.1931665,0.05,0.008,"[16, 2]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>]"
15,3,3.1708333,0.01,0.002,"[2, 8, 16]","[<function relu at 0x1070f04a0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
15,4,3.233833,0.01,0.002,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
15,5,2.8768332,0.01,0.002,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
15,6,2.852,0.05,0.002,"[16, 8]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>]"
15,7,2.861,0.05,0.008,"[16, 2, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>, <function leaky_relu at 0x1070f0900>]"
15,8,2.8891666,0.05,0.002,"[64, 4, 32, 2]","[<function softmax at 0x1070f0cc0>, <function softmax at 0x1070f0cc0>, <function relu at 0x1070f04a0>, <function softmax at 0x1070f0cc0>, <function relu at 0x1070f04a0>]"
15,9,2.8403332,0.01,0.008,"[2, 2]","[<function relu at 0x1070f04a0>, <built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>]"
15,10,3.2265,0.01,0.01,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
15,11,3.1548333,0.01,0.002,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
16,0,3.3118331,0.01,0.01,"[4, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
16,1,2.9385,0.01,0.002,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
16,2,2.9705,0.01,0.002,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
16,3,2.8823333,0.001,0.002,"[64, 4, 32, 2]","[<function softmax at 0x1070f0cc0>, <function softmax at 0x1070f0cc0>, <function relu at 0x1070f04a0>, <function softmax at 0x1070f0cc0>, <function relu at 0x1070f04a0>]"
16,4,3.184,0.01,0.002,"[2, 8, 16]","[<function relu at 0x1070f04a0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
16,5,3.0031667,0.05,0.008,"[16, 2]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>]"
16,6,2.911333,0.001,0.002,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
16,7,3.225833,0.01,0.01,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
16,8,2.9248335,0.01,0.002,"[16, 64, 64, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <function softmax at 0x1070f0cc0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>]"
16,9,2.8955,0.01,0.002,"[64, 8, 16]","[<function softmax at 0x1070f0cc0>, <function softmax at 0x1070f0cc0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
16,10,2.9003332,0.05,0.002,"[2, 8]","[<function relu at 0x1070f04a0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>]"
16,11,3.0026665,0.05,0.002,"[16, 2, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>, <function leaky_relu at 0x1070f0900>]"
17,0,3.243333,0.01,0.01,"[4, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
17,1,2.753,0.05,0.002,"[16, 2, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>, <function leaky_relu at 0x1070f0900>]"
17,2,3.093,0.05,0.008,"[16, 2]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>]"
17,3,2.8521667,0.01,0.002,"[2, 8, 16]","[<function relu at 0x1070f04a0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
17,4,2.9195,0.005,0.002,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
17,5,3.0583332,0.01,0.01,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
17,6,2.8286664,0.01,0.01,"[4, 2, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function relu at 0x1070f04a0>, <function leaky_relu at 0x1070f0900>]"
17,7,3.2448332,0.01,0.002,"[16, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
17,8,2.841,0.05,0.002,"[16, 2, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>, <function leaky_relu at 0x1070f0900>]"
17,9,2.9625,0.05,0.008,"[2, 8]","[<function relu at 0x1070f04a0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>]"
17,10,3.0428333,0.01,0.01,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
17,11,2.931,0.05,0.002,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
18,0,2.994,0.05,0.008,"[4, 32, 4, 32]","[<function softmax at 0x1070f0cc0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>, <function softmax at 0x1070f0cc0>]"
18,1,3.152,0.01,0.002,"[16, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
18,2,3.0643332,0.01,0.01,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
18,3,3.0819998,0.02,0.01,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
18,4,2.8833332,0.05,0.008,"[64, 2, 16]","[<function relu at 0x1070f04a0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>, <function softmax at 0x1070f0cc0>]"
18,5,3.3476665,0.01,0.002,"[4, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
18,6,2.9136665,0.01,0.008,[16],"[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>]"
18,7,3.137333,0.01,0.008,"[16, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
18,8,3.0666666,0.005,0.01,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
18,9,2.9091666,0.01,0.01,"[8, 32, 64]","[<function leaky_relu at 0x1070f0900>, <built-in method tanh of type object at 0x1056829d0>, <function softmax at 0x1070f0cc0>, <built-in method sigmoid of type object at 0x1056829d0>]"
18,10,2.8083334,0.05,0.008,"[2, 64, 32, 4]","[<function relu at 0x1070f04a0>, <function relu at 0x1070f04a0>, <function softmax at 0x1070f0cc0>, <function leaky_relu at 0x1070f0900>, <function softmax at 0x1070f0cc0>]"
18,11,2.9026666,0.01,0.008,[4],"[<function softmax at 0x1070f0cc0>, <function relu at 0x1070f04a0>]"
19,0,3.5168333,0.01,0.002,"[4, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
19,1,3.1141667,0.02,0.01,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
